NBa7we src;Nama;hCCjke src 3;hCCjke src 4;hCCjke src 5;Waktu;Ulasan
https://lh3.googleusercontent.com/a-/AD_cMMStS_TASh43cnn8a8kbj_RMsD_HHGyUhhoVnHSRQ_xs6g=w32-h32-p-rp-mo-ba4-br100;haris yudianto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;sebulan lalu;"Kebunnya Luas
Memang panas tapi tempatnya di tepi bengawan solo jadi menyegarkan mata."
https://lh3.googleusercontent.com/a-/AD_cMMQ8IxgwPz3wGqgEOJSkzJiZupaXb797W4e9Fq6DiXjV03o=w32-h32-p-rp-mo-ba3-br100;Riyanto Yanto;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;sebulan lalu;Panas cuacanya, belum begitu banyak panen belimbing nya.
https://lh3.googleusercontent.com/a-/AD_cMMRr5JaeYuZNrre3QL5_mfi2CEYjQE6Ug1cNsdDTIkYbnDA=w32-h32-p-rp-mo-ba4-br100;yusron;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;sebulan lalu;Cocok buat santuy, Qwality time, menikmati suasana pinggir bengawan sama keluarga ..
https://lh3.googleusercontent.com/a-/AD_cMMSssX8VeeKO4jwWfnc-oidouoqEENbBWENZHcvEjnvm32ed=w32-h32-p-rp-mo-ba3-br100;SUKSES MELEJIT GRESIK;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQ24izASke7iXCysWvdp-aXM4NBlW8A_AzMS_DKKgBeQoc=w32-h32-p-rp-mo-ba4-br100;Andora Fams;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 bulan lalu;cukup baik
https://lh3.googleusercontent.com/a-/AD_cMMSgN-85Euiv9k4eFiPfAhlIQwxTJlcBHLZGUiL2q_bqadg=w32-h32-p-rp-mo-br100;Danurwenda Djatikusuma;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;2 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtdvRMjEgagnWdUM26NuUHSFOONojPNW_sB_uy2Kd0Ag=w32-h32-p-rp-mo-br100;alyya zenitha;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtcpWIB1waJ-_zCT1xCwzpxY__2EvoxOiCeKnSYwUPY6=w32-h32-p-rp-mo-br100;Yuda Ini;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;2 bulan lalu;Seru wisata petik buah
https://lh3.googleusercontent.com/a-/AD_cMMQXJmHunmaYEXAbvC57B3AsZEh54IE_V0WlLnIdtRqJbw=w32-h32-p-rp-mo-br100;Suprih Handayani;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMRK9WBGk4OmI4jFv23UJk53okbFI_BXFxLCmT4-7TPnnQ=w32-h32-p-rp-mo-ba2-br100;Achmad Sholichin;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;Tempatnya sejuk banyak wahana tiketnya murah
https://lh3.googleusercontent.com/a-/AD_cMMSpb9MaPNKSUpqap0uszJztpUU2C1WbkAe2wLZ4A1YIrQ=w32-h32-p-rp-mo-br100;Tri Sutrisno;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;Baru kali ini mengalami penyakit seperti itu
https://lh3.googleusercontent.com/a-/AD_cMMRdNeU9JZBKNc4bvyuSt4MHC8Oj44zYYv7IccmjC6YnHF0=w32-h32-p-rp-mo-br100;Fahmi Pratama;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMTmcEtRf9BhxQC1Hd9WBkN_ELZ8idFd2i8gavRA2cuLerk=w32-h32-p-rp-mo-br100;Indartii776 123;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtf6GrDnPVVb6ZurHW0oYMCTA7G-YkXpwjKcdIGcPfTscA=w32-h32-p-rp-mo-ba2-br100;Badgirl _;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;Yang penting kalau ditempat wisata itu harga makanan dan minumanya wajar dan disini harga makanan minumanya sangat wajar sekali ???? ?
https://lh3.googleusercontent.com/a-/AD_cMMTXCFduMNI3en4tpLatek4SIoFESQnuHQr8tnfxTlgr7XF-=w32-h32-p-rp-mo-ba6-br100;Jus Qomar AR;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;3 bulan lalu;"Surganya belimbing di kota Bojonegoro.
Selain bisa beli belimbing manis di lapak2 sepanjang jalan area agrowisata kita juga bisa langsung memetik belimbing di kebun. Bilang saja pada penjaga lapak ?"
https://lh3.googleusercontent.com/a-/AD_cMMRHMRsooiU6zvDmIKyJ2B8J0bg0263IfnU8VNhuih3m6w=w32-h32-p-rp-mo-br100;Arief Kurniawan channel;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;4 bulan lalu;Tempat yg menyenangkan
https://lh3.googleusercontent.com/a-/AD_cMMSFp7yDu2Saq7kLROv1bLWh2d2k6UzrngNf1PT97bu6bA=w32-h32-p-rp-mo-br100;Ahmad Alik Mochtar;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;4 bulan lalu;Tempatnya nyaman dan cocok sekali buat referensi liburan keluarga ???? ?
https://lh3.googleusercontent.com/a-/AD_cMMQGs_oPsrY2LxtvBHXafK_reXlaYVX0RNyomNU2CAPtFd0=w32-h32-p-rp-mo-ba2-br100;ajie soeryo prayogo;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;4 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtcbrDLseSE4qROn8tUYJilIYrtotNcRhIN4e9fsi7f9=w32-h32-p-rp-mo-br100;imam syafi'i;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;4 bulan lalu;bagus .... destinasi petik buah blimbing  dan jambu kristal. Baik untuk acara bersama keluarga
https://lh3.googleusercontent.com/a-/AD_cMMQnf3MuAnxmBd0Rw6Q6xPeTA_fLTagoCgvoT3IqR1tzhg=w32-h32-p-rp-mo-br100;Dwi Qaqa Prasetyatama;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;4 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtfTKkjthlOxfseaxTi-lOTp_74RNX9zFrK7a0XkTfMI=w32-h32-p-rp-mo-br100;Citie Ismail;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;4 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSVBgUU96Pp24cyj6APzc7annzvmUhqwZoLCTFKNNsGouI=w32-h32-p-rp-mo-ba5-br100;Nur Huda;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;4 bulan lalu;Tempat santai untuk liburan kluarga
https://lh3.googleusercontent.com/a-/AD_cMMTFkyns48MiWFXs96DTPtcEx4ueXXvaZr972YNZd7ZQu9g=w32-h32-p-rp-mo-ba4-br100;Nurman Nurhakim;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;4 bulan lalu;Tempat santai nyaman... Agak panas kalau siang terik...
https://lh3.googleusercontent.com/a-/AD_cMMQY5tRDnnxVtQoiK6ne3QTPxuB_PASe2U2c9b4dd60TEWI=w32-h32-p-rp-mo-br100;ACHMAD SOIM;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;5 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtdVzvIM7TNnp30x-Fm0shd1NeGqk0Z0H6UHvviKPUiZ=w32-h32-p-rp-mo-br100;Ircham Asrori;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;5 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSpLhfvnHzFBVgPOJG1G6WYYb77aa4zxRN66O1ceIjrKuI=w32-h32-p-rp-mo-ba3-br100;Riant Masseur;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;5 bulan lalu;Solusi wisata d bojonegoro, sayang konsep terlalu fokus jualan buah, kebun kurang terawat banyak rumput liar dan sampah2 di taman. Akan lebih asri kalo sampah di perhatikan, kebun di rawat, jalan masuk juga di perhatikan.
https://lh3.googleusercontent.com/a-/AD_cMMSN76tsxInHCUKRmPfQ7d4YRLLlSLQZEKpW86BH4tK9sg=w32-h32-p-rp-mo-ba5-br100;Beny Sanjaya;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;6 bulan lalu;Wisata petik belimbing khas jonegoro...
https://lh3.googleusercontent.com/a/AAcHTtdoLFsDtvn14NUTk1jGJP4oY-tQlkftqyJFP6QLUwNH=w32-h32-p-rp-mo-br100;Kohir Mu;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;6 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSr74Tgv1NJNqDeNqkt6GyAN-GWiU7xpt-JoKruTrXk1So=w32-h32-p-rp-mo-ba3-br100;Priyanto Sewukutho;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;6 bulan lalu;
https://lh3.googleusercontent.com/a/AAcHTtcKcabdRxUlzOji_JqAFeJg1FJmDZW26B2nYmAEgM7t=w32-h32-p-rp-mo-ba4-br100;Dedy Santoso;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;6 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMRlYR8AfQJBR6JZrI8cr7_4PXIth_Kp1uHY6bQluylTxA8=w32-h32-p-rp-mo-br100;Project art;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;6 bulan lalu;Bagus nyaman cuma perlu perbaikan tempat dan belimbing bnyak yg udh gk pruduktif
https://lh3.googleusercontent.com/a-/AD_cMMTe7cZ17WHG7tVpKD3FaK7puq9rcpju36BpoOsGALTmaho=w32-h32-p-rp-mo-br100;Angger Gianti;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;6 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQZEBvPGHwuHcHfRC1IAFkTwthL5KEMF5ZjKt_zbO1DIA=w32-h32-p-rp-mo-br100;Kamiran;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;6 bulan lalu;Blimbing dan jambunya seger
https://lh3.googleusercontent.com/a-/AD_cMMQQYFLc7MBucBdFq-a_Zb7tpWmyd6CKHflIh-LZcKoRlQ=w32-h32-p-rp-mo-ba4-br100;Bung sigit BJN;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;6 bulan lalu;buka setiap hari
https://lh3.googleusercontent.com/a-/AD_cMMTnNQHqzO6SeUYv9WIRZt3GfvBjHOuD7jeGoo4UUwSQsoA=w32-h32-p-rp-mo-br100;Miranda Mimma;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSymkvLPIycNqF3ZwB8wonSMK0tVKmGK7dVceMblEHjzQzk=w32-h32-p-rp-mo-ba3-br100;Golek Rejeki;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSjThqJnQVyb9Fs_Lys_krGmxPn3Ri4D99NedhXQVudYLXV=w32-h32-p-rp-mo-ba3-br100;Sang Petualang 21;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSgsD1ZQMX1c9iiyZFFERZpookaNNc2_jdIMcVrhTRP83s=w32-h32-p-rp-mo-ba5-br100;Penikmat Fajar;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;Tuh ?
https://lh3.googleusercontent.com/a-/AD_cMMTUapG0w_kAC7NHi2AIfCX7cPv8929wqueOeSkpC7oqHxYX=w32-h32-p-rp-mo-ba2-br100;Enie Nie95;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMQb2aDO3VFzQEXM5k-xtJcpIQXRwLLrT3RuU8mXfC431NM=w32-h32-p-rp-mo-br100;Bakrie Ashiddiqie;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;Menyenangkan
https://lh3.googleusercontent.com/a-/AD_cMMSOzaedPW-MvteaMCQS3LSKbRYPM_i41pUfi9knoCfh304=w32-h32-p-rp-mo-ba6-br100;Sri Restu Wahyuningsih;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;7 bulan lalu;Mudah dijangkau dari kota Bojonegoro tidak terlalu jauh, lokasi di desa Ngringinrejo Kecamatan Kalitidu, yang merupakan kecamatan di Barat Kecamatan Bojonegoro. Wisata hasil budidaya masyarakat berupa kebun belimbing dan jambu kristal, ?
https://lh3.googleusercontent.com/a-/AD_cMMQpr7Ct67eCO08LZO0FdttZWUb4pbkU2C8dJxQkxJD6DA=w32-h32-p-rp-mo-ba4-br100;Atiek Astuti;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_empty_14.png;7 bulan lalu;
https://lh3.googleusercontent.com/a-/AD_cMMSg7vaTc1TfPdurVUgLw7SbzX9cpt6UhI3FJ1mYhwOZbA=w32-h32-p-rp-mo-br100;Bilal sholeh;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;"Sukaaaaa??, bakalan ksna lg sih ,, buahnya manis"" enak??????  aq bawakan oleh"" buat tetangga pas banget untuk malam tahun baruan ?"
https://lh3.googleusercontent.com/a-/AD_cMMT0SjvfhRr0GyEdbB11Lt1RP6xCpajlPJtQyCWmbrdvjQVD=w32-h32-p-rp-mo-ba3-br100;Hilda NurAfna;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;https://maps.gstatic.com/consumer/images/icons/2x/ic_star_rate_14.png;7 bulan lalu;
